ID,Description,Entry_ID,Comment,Concepticon_ID,Media_IDs,Related_Entries,Related_Forms_Other_Dialect,Scientific_Name,Sense_Dialect,Subspecies,Synonym,Synonyms_Other_Dialect,Source
SN002271,dejar; atrasar,TSE17641,,,,,,,,,,,
SN002272,"sólo, único",TSE17651,,,,,,,,,,,
SN002273,"roca sedimentaria deleznable, probablemente arenisca",TSE17661,,,,,,,,,,,
SN002274,cinco,TSE17671,,FIVE [493],,,,,,,,,
SN002275,chachalaca,TSE17681,,,,,,ave: Ortalis vetula,,,,,
SN002276,"agujerearse, hacérsele un hoyo",TSE17691,,,,,,,"Bachajón, Petalcingo",,,,
SN002277,"lastimarse, rozarse (una parte del cuerpo)",TSE17691,,,,,,,,,,,
SN002278,acurrucarse,TSE17701,,CROUCH [296],,,,,,,,,
SN002279,acurrucar,TSE17711,,,,,,,,,,,
SN002280,quince,TSE17721,,,,,,,,,,,
SN002281,"pacaya, tepejilote",TSE17731,,,,,,palma y fruto: Chamaedorea tepejilote,,,,,
SN002282,"especie de árbol parecido al corcho (véase [bat](TSE04591)), con hojas más pequeñas",TSE17741,,,,,,,,,,,
SN002283,abejorro,TSE17751,,,,,,"insecto; diferentes especies: Bombus spp., Xylocopa spp.",,,,,
SN002284,yo; soy yo,TSE17761,,I [1209],,,,,,,,,
SN002285,"nosotros/as; somos nosotros/as (primera persona plural inclusiva: yo, tú, más eventualmente otros/as)",TSE17771,,WE (INCLUSIVE) [1131],,,,,,,,,
SN002286,achiote,TSE17781,,ACHIOTE [349],f8c36d07c9f10a93141ae5130dcfc0cf,,,Bixa orellana,,,,,R002[Scientific_Name]
SN002287,"zopilote (ave), en particular el zopilote de cabeza negra; es usado por algunos como nombre genérico para cualquier tipo de zopilote, incluyendo al aura de cabeza roja (véase [xuhlem](TSE74821))",TSE17791,,VULTURE [1185],,,,Coragyps atratus,,,,,
SN002288,"cavar, ahuecar, perforar",TSE17801,,HOLLOW OUT [46] ; DIG [1418],,,,,,,,,
SN002289,"hoyado, agujereado (naturalmente o por desgaste, pero no intencional; véase [hutul](TSE18271))",TSE17811,,,,,,,,,,,
SN002290,"acurrucado, en cuclillas",TSE17821,,,18852e8863bc5b5fe382d9bcb40d5f57,,,,,,,,
SN002291,"duende, ser sobrenatural que hace que la gente se pierda en el camino (habitualmente traducido como 'llorona' o 'sombrerón' en Villa Las Rosas, como 'duende' en Bachajón y Petalcingo); para evitar sus efectos negativos se debe poner la ropa al revés",TSE17831,,,,,,,,,,,
SN002292,"alocarse, confundirse, desorientarse, desviarse, extraviarse, equivocarse (véase [howiy](TSE17911))",TSE17841,,ERR [839],,,,,,,,,
SN002293,"enloquecer, desorientar, confundir, hacer equivocarse, desviar (véase [howiytes](TSE17921))",TSE17851,,,,,,,,,,,
SN002294,"inútilmente, en balde, en vano (véase [tojol](TSE60611))",TSE17861,,IN VAIN [1765],,,,,,,,,
SN002295,loco; rabioso,TSE17871,,MAD [1899],,,,,,,,,
SN002296,"delirio, delirar",TSE17881,,,,,,,,,,,
SN002297,sonambulismo o hecho de que alguien dormido se ponga a hablar,TSE17891,,,,,,,,,,,
SN002298,pesadilla,TSE17891,,,,,,,,,,,
SN002299,cien,TSE17901,,,,,,,,,,,
SN002300,"alocarse, confundirse, desorientarse, perderse, desviarse, extraviarse, equivocarse (véase [howij](TSE17841))",TSE17911,,,,,,,,,,,
SN002301,"enloquecer, desorientar, confundir, hacer equivocarse, desviar",TSE17921,,,,,,,,,,,
SN002302,poderse,TSE17931,,BE ABLE [972],,,,,,,,,
SN002303,"terminarse de hacer, de construir, de elaborar",TSE17931,,,,,,,,,,,
SN002304,"haber, suceder",TSE17931,,HAPPEN [248],,,,,Villa Las Rosas,,,,
SN002305,"(""se elaboró en el acta"") se registró, se mencionó en un acta",TSE17941,,,,,,,,,,,
SN002306,estarse en un lugar viéndose gordo,TSE17951,,,,,,,,,,,
SN002307,"sonar como quejido (viento, algo tensándose, alguien lamentándose)",TSE17961,,,,,,,,,,,
SN002308,soplarle a,TSE17971,,BLOW (WITH MOUTH) [176],,,,,,,,,
SN002309,"sentarse, agazaparse",TSE17981,,SIT DOWN [1649],,,,,,,,,
SN002310,"sentar, agazapar",TSE17991,,,,,,,,,,,
SN002311,rugir repetidas veces,TSE18001,,,,,,,,,,,
SN002312,"para contar hoyos, agujeros",TSE18011,,,,,,,,,,,
SN002313,"perforarse, agujerearse",TSE18021,,,,,,,,,,,
SN002314,"mirar, espiar",TSE18031,,,,,,,,,,,
SN002315,"mirar (por una rendija), asomarse para espiar",TSE18041,,,,,,,,,,,
SN002316,sentarse,TSE18051,,,,,,,"Bachajón, Guaquitepec",,,,
SN002317,agazaparse,TSE18051,,,,,,,Oxchuc,,,,
SN002318,sentar,TSE18061,,,,,,,"Bachajón, Guaquitepec",,,,
SN002319,agazapar,TSE18061,,,,,,,Oxchuc,,,,
SN002320,siete,TSE18071,,SEVEN [1704],,,,,,,,,
SN002321,diecisiete,TSE18081,,SEVENTEEN [2453],,,,,,,,,
SN002322,"momoto, pájaro péndulo, turco real",TSE18091,,,,,,ave: Momotus momota,,,,,
SN002323,"lugar o cosa en la que uno se sienta o descansa: silla, asiento, taburete, banca",TSE18101,,STOOL [2058] ; CHAIR [1476],,,,,,,,,
SN002324,sentado,TSE18111,,SIT [1416],,,,,"North, Cancuc, Tenejapa",,,,
SN002325,sentado (en el suelo),TSE18111,,,,,,,Oxchuc,,TSE43691,,
SN002326,como despedida de una mujer hacia un hombre,TSE18121,,,,,,,,,,,
SN002327,llegar (aquí),TSE18131,,,,,,,,,,,
SN002328,hecho de visitar a otros (véase [ula'](TSE68661)),TSE18141,,,,,,,,,,,
SN002329,llegando aquí,TSE18151,,,,,,,,,,,
SN002330,hacer llegar (aquí),TSE18161,,,,,,,,,,,
SN002331,amontonar,TSE18171,,,,,,,,,,,
SN002332,"rodear, colocarse o amontonarse alrededor de",TSE18181,,,,,,,,,,,
SN002333,"reunido, amontonado",TSE18191,,,,,,,,,,,
SN002334,"acurrucado (como queriendo pasar desapercibido, sin importancia)",TSE18191,,,,,,,Oxchuc,,,,
SN002335,"papel; documento, oficio",TSE18201,,PAPER [648],,,,,,,,,
SN002336,"libro, cuaderno",TSE18201,,BOOK [963],,,,,,,,,
SN002337,leer y escribir,TSE18201,,,,,,,,,,,
SN002338,estudio (véase [nophun](TSE45551)),TSE18201,,,,,,,,,,,
SN002339,amate,TSE18211,,,,,,árbol: Ficus insipida,,,,,
SN002340,"atisbar (por una grieta), espiar",TSE18221,,,,,,,,,,,
SN002341,"perforar, agujerear, horadar, taladrar",TSE18231,,PIERCE [398] ; BORE [1501],,,,,,,,,
SN002342,"llevar a cabo, terminar",TSE18241,,,,,,,,,,,
SN002343,taladro,TSE18251,,,,,,,,,,,
SN002344,sentado,TSE18261,,,,,,,"Bachajón, Guaquitepec",,,,
SN002345,agazapado,TSE18261,,,,,,,Oxchuc,,,,
SN002346,"perforado, atravesado, hoyado, agujereado",TSE18271,,,,,,,,,,,
SN002347,"mirando fijamente con preocupación; mirando por una rendija, espiando",TSE18281,,,,,,,,,,,
SN002348,"piedra de afilar, en particular pedernal u otra roca capaz de pulir metales; anteriormente se buscaba a orilla de los ríos",TSE18291,,WHETSTONE [295],,,,,,,,,
SN002349,"afilar, limar, raspar; cepillar",TSE18301,,SHARPEN (SOMETHING) [251],,,,,,,,,
SN002350,"frotar, refregar (al bañarse)",TSE18301,,,,,,,,,,,
SN002351,planchar (ropa) (véase [ten](TSE58781)),TSE18301,,,,,,,Bachajón,,,,
SN002352,soplarle a (véase [huhch'iy](TSE17971)),TSE18311,,,,,,,,,,,
SN002353,piedra pulida usada para frotarse al bañarse,TSE18321,,,,,,,,,,,
SN002354,y,TSE18331,,AND [1577],,,,,,,,,
SN002355,"este, esta, esto; se combina con [ini](TSE19511) o [to](TSE60181) para formar expresiones demostrativas",TSE18341,,,,,,,,,,,
SN002356,"puede sustituir (véase [te](TSE58251)) como articulo definido: el, la, los, las",TSE18351,,,,,,,,,,,
SN002357,"al igual que [te](TSE58261), también funciona como subordinador",TSE18361,,,,,,,,,,,
SN002358,reducción de la marca de aspecto incompletivo [ya](TSE75331) después de otra palabra,TSE18371,,,,,,,,,,,
SN002359,armadillo (mamífero) (véase [j'ib](TSE22831)),TSE18381,,,,,,,,,,,
SN002360,especie de avispa (véase [kitaron xux](TSE31021)),TSE18391,,,,,,,,,,,
SN002361,especie de avispa (véase [kitaron xux](TSE31021)),TSE18401,,,,,,,,,,,
SN002362,"hocicar, escarbar con el hocico (véase [ihmuy](TSE18811))",TSE18411,,,,,,,,,,,
SN002363,"hocicar tierra, levantar tierra con la trompa (véase [ihmuj](TSE18801))",TSE18421,,,,,,,,,,,
SN002364,"especie de oruga negra pequeña sin pelos (insecto), que forma grupos de varias decenas de individuos que típicamente se ven caminando en el suelo; su aparición marca el inicio de la temporada de lluvias",TSE18431,,,,,,,,,,,
SN002365,"hocicar, escarbar con el hocico (véase [ihmuy](TSE18811))",TSE18441,,,,,,,,,,,
SN002366,chile,TSE18451,,CHILI PEPPER [919],,,,"planta y fruto: Capsicum pubescens, C. annuum",,[bak ich](TSE18452); [k'an ich](TSE18453); [molte'](TSE18454); [ton ich](TSE18455); [tsa'mut ich](TSE18456),,,
SN002367,chile de arbol,TSE18452,,,96fd134489973438e7f2b99a628157f3,,,Capsicum annuum var.,,,,,
SN002368,chile manzano,TSE18453,,,ef8bcc852dd189f27845a6b197174e7a,,,Capsicum pubescens,,,,,
SN002369,especie de chile,TSE18454,,,,,,,,,,,
SN002370,especie de chile pequeño y redondo,TSE18455,,,,,,Capsicum annuum,,,,,
SN002371,"chile piquín, chile amashito",TSE18456,,,88b07e5ec4a7c5ba689dc249d6d1461b,,,Capsicum annuum var. minimum,,,,,
SN002372,"tomar, agarrar, recibir",TSE18461,,HOLD OR TAKE [2104],,,,,,,,,
SN002373,"(con direccional) llevar, traer",TSE18461,,,,,,,,,,,
SN002374,auxiliar de pasivo,TSE18461,,,,,,,,,,,
SN002375,avispa similar al [ako'](TSE01561) pero más pequeña,TSE18471,,,,,,Polybia spp.,,,,,R003[Scientific_Name]
SN002376,"rezo tradicional realizado cada quince días o cada mes a lo largo del año por los capitanes, implica ayuno y abstinencia sexual",TSE18481,,,,,,,,,,,
SN002377,sobrino; en desuso en todas los geolectos actuales,TSE18491,,,,,,,,,,,
SN002378,tío materno,TSE18501,,MOTHER'S BROTHER [1984],,,,,,,,,
SN002379,primo (del lado de la madre),TSE18501,,,,,,,,,,,
SN002380,"pariente en general, persona cercana (vecino)",TSE18501,,RELATIVES [1644],,,,,Petalcingo,,,,
SN002381,amigo,TSE18501,,,,,,,Bachajón (San Jerónimo),,,,
SN002382,respeto,TSE18511,,RESPECT (NOUN) [1912],,,,,,,,,
SN002383,instrumento para tomar o recibir algo; aparece en particular en la expresión siguiente,TSE18521,,,,,,,,,,,
SN002384,"chipe rosado, reinita rosada",TSE18531,,,,,,ave: Cardellina versicolor,,,,,R003[Scientific_Name]
SN002385,garza (ave) (véase [jti' chay](TSE25451)),TSE18541,,,,,,,,,,,
SN002386,"jitomate, tomatillo o tomate de cáscara; tomatillo rojo pequeño",TSE18551,,TOMATO [986],,,,"Physalis ixocarpa; Solanum lycopersicum, var. cerasiforme",,[te' ichil ok](TSE58311),TSE11391,,
SN002387,chipe arroyero,TSE18561,,,,,,ave: Seiurus motacilla,,,,,
SN002388,"mala mujer, especie de árbol con hojas y sabia urticantes",TSE18571,,,,,,Toxicodendron striatum,,,,,
SN002389,mala mujer (árbol) (véase [ich'il te'](TSE18571)),TSE18581,,,,,,,,,,"sak'al te', salubel te'",
SN002390,casamiento,TSE18591,,,,,,,,,,,
SN002391,nieto/a (de hombre o mujer),TSE18601,,,,,,,,,TSE19251 ; TSE40321,[mam](TSE40321) (nieto de hombre o mujer); [il'al](TSE19251) (sólo de mujer),
SN002392,"acarrear, transportar (cosas, en varias vueltas)",TSE18611,,,,,,,,,,,
SN002393,"acarrear, transportar (en varias vueltas) (véase [ehan](TSE16091))",TSE18621,,,,,,,,,,,
SN002394,para contar actos de tomar o recibir algo,TSE18631,,,,,,,,,,,
SN002395,negro; oscuro,TSE18641,,BLACK [163],,,,,,,,,
SN002396,sucio,TSE18641,,,,,,,"Amatenango, Villa Las Rosas",,,,
SN002397,"medio negro, negruzco",TSE18642,,,,,,,,,,,
SN002398,ardilla negra,TSE18651,,,,,,Sciurus aureogaster nigriscens,,,,,
SN002399,tlacuache común,TSE18661,,,,,,Didelphis marsupialis,,,,,
SN002400,culebra de cafetal espalda roja,TSE18671,,,,,,Ninia sebae,,,,,
SN002401,"carga, cargamento",TSE18681,,,,,,,,,,,
SN002402,"para contar cargas, tercios de leña",TSE18691,,,,,,,,,,,
SN002403,"llevar carga, cargar cosas",TSE18701,,,,,,,,,,,
SN002404,tomar como carga,TSE18711,,,,,,,,,,,
SN002405,"dejar, abandonar",TSE18721,,ABANDON [1097],,,,,,,,,
SN002406,"ennegrecerse, ponerse negro; oscurecer, anochecer",TSE18731,,,,,,,,,,,
SN002407,ensuciarse,TSE18731,,,,,,,Amatenango,,,,
SN002408,"ennegrecer, poner negro, ensuciar",TSE18741,,,,,,,,,,,
SN002409,ver con asco (véase [ihlay](TSE18761)),TSE18751,,,,,,,,,,,
SN002410,"ver con asco, repugnancia, disgusto, sentir asco por",TSE18761,,,,,,,,,TSE18751 ; TSE18771,"Bachajón [ihlobtay](TSE18771), [ihlatay](TSE18751)",
SN002411,ver con asco (véase [ihlay](TSE18761)),TSE18771,,,,,,,,,,,
SN002412,"asqueroso, repugnante, que da asco",TSE18781,,DISGUSTING [2507],,,,,,,,,
SN002413,"removedura, resultado de escarbar la tierra (por animales)",TSE18791,,,,,,,,,,,
SN002414,"hocicar tierra, levantar tierra con la trompa",TSE18801,,,,,,,,,,,
SN002415,"hocicar, escarbar con el hocico",TSE18811,,,,,,,,,,,
SN002416,esposa,TSE18821,,WIFE [1199],,,,,,,,,
SN002417,"tomar de esposa, casarse con (una mujer)",TSE18822,,MARRY (AS MAN) [2164],,,,,,,,,
SN002418,"mesonzapote, sonzapote, cabeza de mico, caca de niño",TSE18831,,,,,,árbol y fruto comestible: Licania platypus,,,,,
SN002419,hermanito/a,TSE18841,,YOUNGER SIBLING [427],,,,,,,,,
SN002420,primo/a menor que uno,TSE18841,,,,,,,,,,,
SN002421,negro; oscuro (véase [ihk'](TSE18641)),TSE18851,,,,,,,,,,,
SN002422,para contar veces llamando a gente,TSE18861,,,,,,,,,,,
SN002423,especie de avispa negra grande,TSE18871,,,,,,Polistes pacificus,,,,,
SN002424,chara copetona,TSE18881,,,,,,Cyanocitta Stelleri,,,,,
SN002425,saúco de montaña,TSE18891,,,,,,planta: Solanum nudum,,,,,
SN002426,zorzal cuellirrufo,TSE18901,,,,,,Turdus rufitorques,Cancuc,,,,
SN002427,zorzal negro,TSE18901,,,,,,Turdus infuscatus,Tenejapa,,,,
SN002428,carpintero ocotero,TSE18911,,,,,,,,,,,
SN002429,especie de hongo comestible,TSE18921,,,,,,Clavulina cinerea,,,,,R008[Scientific_Name]
SN002430,colibrí pescuezo amatista,TSE18931,,,,,,Lampornis amethystinus,,,,ajk'ubal ts'unun,R003[Scientific_Name]
SN002431,mosquero negro,TSE18941,,,,,,ave: Sayornis nigricans,,,,,R003[Scientific_Name]
SN002432,"aguilucho negro, busardo aura",TSE18951,,HAWK [307],,,,ave: Buteo albonotatus,,,,,
SN002433,mosquero negro,TSE18961,,,,,,ave: Sayornis nigricans,,,,,
SN002434,"carga, cargamento (véase [ihkats](TSE18681))",TSE18971,,,,,,,,,,,
SN002435,"ser atrapado, alcanzado por un proyectil (véase [ipaj](TSE19591)); atorarse, colgarse",TSE18981,,,,,,,,,,,
SN002436,"aire, viento, aliento",TSE18991,,WIND [960] ; AIR [27],,,,,,,,,
SN002437,"reuma, reumatismo (véase [julbak ik'](TSE26171))",TSE18991,,,,,,,Petalcingo,,,,
SN002438,olor,TSE19001,,,,,,,,,,,
SN002439,"llamar, invitar, convidar, convocar",TSE19011,,CALL [1084],,,,,,,,,
SN002440,"(con direccional) traer, llevar (a un ser animado, que se mueve por sí solo)",TSE19011,,,,,,,,,,,
SN002441,casarse con,TSE19011,,MARRY [203],,,,,,,,,
SN002442,nauyaca (serpiente) de color negro u oscuro,TSE19021,,,,,,Bothrops asper,,,,,
SN002443,"invitado, convidado, huésped",TSE19031,,,,,Amatenango [majan](TSE39721),,"Bachajón, Guaquitepec",,,Guaquitepec ik'umal,
SN002444,embarazo (véase [ik'em](TSE19101)),TSE19031,,,,,,,Tenejapa,,,,
SN002445,hijo/a adoptivo,TSE19031,,,,,,,Tenejapa,,,,
SN002446,invitar a gente,TSE19041,,,,,,,,,,,
SN002447,adoptar como hijo/a,TSE19051,,,,,,,,,,,
SN002448,"especie de serpiente; al menos en Bachajón, se aplica a la víbora de cascabel",TSE19061,,,,,,Crotalus durissus,,,,,
SN002449,"tormenta, lluvia con ventarrones",TSE19071,,STORM [858],,,,,,,,,
SN002450,"aventar, tirar al viento los granos para limpiarlos de sus cáscaras (véase [ik'uy](TSE19201))",TSE19081,,WINNOWING [2462],,,,,,,,,
SN002451,"llamado, invitación",TSE19091,,,,,,,,,,,
SN002452,embarazo,TSE19101,,,,,Oxchuc [ik'en](TSE19111),,"Cancuc, Tenejapa",,TSE19031 ; TSE19111,"Tenejapa [ik'ab](TSE19031), ik'omal, [ik'en](TSE19111)",
SN002453,invitado/a,TSE19101,,,,,,,Yajalón,,,,
SN002454,embarazo (véase [ik'em](TSE19101)),TSE19111,,,,,,,,,,,
SN002455,cuna de Moisés,TSE19121,,,,,,planta con flor: Spathiphyllum,,,,,
SN002456,"heno, paste, barba de viejo; planta epífita que cuelga de las ramas de los árboles y se usa como decoración",TSE19131,,,,,,Tillandsia usneoides,,,,,
SN002457,zanate,TSE19141,,,,,,ave: Quiscalus mexicanus,,,,,
SN002458,"especie de verdura silvestre, de hojas alargadas; se come cruda cortada en pedacitos, con chile y limón",TSE19151,,,,,,,,,,,
SN002459,"onza, yaguarundí, tigrillo",TSE19161,,,,,,mamífero: Puma yagouaroundi,"Cancuc, Tenejapa",,,ik'sab choj,
SN002460,comadreja (mamífero) (véase [sahbin](TSE53061)),TSE19161,,,,,,,"Abasolo, Guaquitepec, Oxchuc, San Pedro Pedernal",,,,
SN002461,acto de burlarse de otros,TSE19171,,,,,,,,,,,
SN002462,burlarse de,TSE19181,,,,,,,,,,,
SN002463,burlarse de (forma reducida de [ik'tin](TSE19181)),TSE19182,,,,,,,,,,,
SN002464,"hechizar, hipnotizar (haciendo que una persona o un animal pierda el sentido o se obsesione por algo; es propio de entes sobrenaturales y de algunos animales)",TSE19191,,,,,,,,,TSE00321,,
SN002465,"aventar, tirar al viento los granos para limpiarlos de sus cáscaras",TSE19201,,WINNOWING [2462],,,,,,,,,
SN002466,"ver, mirar, observar",TSE19211,,SEE [1409] ; SEEING (VISUAL SENSE) [2519],,,,,,,,,
SN002467,"cuidar (a alguien, una casa, unos animales)",TSE19211,,CARE FOR [253],,,,,,,,,
SN002468,visitar,TSE19211,,,,,,,,,,,
SN002469,conocer,TSE19211,,,,,,,,,,,
SN002470,parecerle a uno,TSE19211,,,,,,,,,,,
SN002471,ver o participar a un baile,TSE19221,,,,,,,,,,,
SN002472,ver o participar a una fiesta,TSE19231,,,,,,,,,,,
SN002473,señuelo (huevo que se pone en un lugar para que la gallina ponga sus huevos allí) (véase [ilojib](TSE19391)),TSE19241,,,,,,,,,,,
SN002474,nieto/a (de mujer),TSE19251,,,,,,,,,,,
SN002475,"verse; acumularse (hacerse evidente por avance o acumulación), ser mucho, abundar",TSE19261,,,,,,,,,,,
SN002476,maltrato; siempre seguido de alguna forma de <il> 'ver',TSE19271,,,,,,,,,,,
SN002477,"molestar, maltratar, hostigar (véase [uts'in](TSE69151))",TSE19281,,,,,,,,,,,
SN002478,"apariencia, manera de verse, de sentirse, de ser; existencia",TSE19291,,APPEARANCE [1017],,,,,,,,,
SN002479,"para contar actos de ver, visitar",TSE19301,,,,,,,,,,,
SN002480,"enojo, ira",TSE19311,,,,,,,,,,,
SN002481,"enojo, ira",TSE19321,,ANGER [82],,,,,,,,,
SN002482,limón (fruto o árbol) (véase [elemux](TSE16411)),TSE19331,,,,,,,,,,,
SN002483,"enojarse, enfadarse",TSE19341,,BECOME ANGRY [2215],,,,,,,,,
SN002484,enojarse con,TSE19351,,,,,,,,,,,
SN002485,hacer enojar,TSE19361,,,,,,,,,,,
SN002486,nieto/a (de hombre) (véase [mam](TSE40321)),TSE19371,,,,,,,,,,,
SN002487,"asqueroso, repugnante, que da asco (véase [ihlobtik](TSE18781))",TSE19381,,,,,,,,,,,
SN002488,señuelo (huevo que se pone en un lugar para que la gallina ponga sus huevos allí),TSE19391,,,,,,,,,,,
SN002489,trabajo de partera,TSE19401,,,,,,,,,,,
SN002490,trabajo de partera,TSE19402,,,,,,,,,,,
SN002491,partera,TSE19403,,,,,,,,,,,
SN002492,visitar al enfermo con el fin de curar,TSE19411,,,,,,,,,,,
SN002493,"menstruación, regla",TSE19421,,,,,,,,,,,
SN002494,acto de visitar a la paciente por parte de la partera,TSE19431,,,,,,,,,,,
SN002495,paciente (de la partera ),TSE19441,,,,,,,,,,,
SN002496,"visita, hecho de visitarse unos a otros",TSE19451,,,,,,,,,,,
SN002497,"predicado presentativo: así es, he allí, mira",TSE19461,,,,,,,,,,,
SN002498,"participa en expresiones demostrativas: ese, esa, eso (véase también [ine](TSE19501), [ini](TSE19511))",TSE19471,,,,,,,,,,,
SN002499,esposa (véase [ihnam](TSE18821)),TSE19481,,,,,,,,,,,
SN002500,iguana (en desuso),TSE19491,,IGUANA [1578],000fa4f2eaeb19454ed7e79553075ec3,,,,,,,,
SN002501,"ese, esa, eso (sólo en posición final, comúnmente en combinación con los demostrativos [me](TSE40941) o [lum](TSE39131))",TSE19501,,,,,,,,,,,
SN002502,"este, esta, esto",TSE19511,,THIS [1214],,,,,,,,,
SN002503,ahora,TSE19511,,,,,,,,,,,
SN002504,fuerza,TSE19521,,,,,,,,,,,
SN002505,"duro, que requiere fuerza",TSE19531,,,,,,,,,,,
SN002506,mucho; con ganas,TSE19541,,,,,,,,,,,
SN002507,"(""está con fuerza su corazón"") está decidido, convencido",TSE19551,,,,,,,,,,,
SN002508,"tomar fuerza, fortalecerse",TSE19561,,,,,,,"Guaquitepec, Oxchuc, Petalcingo, Tenejapa",,,,
SN002509,"sostenerse, ser estable (persona, fruto, objeto)",TSE19561,,,,,,,"Amatenango, Bachajón, Guaquitepec, Oxchuc, Tenejapa",,,,
SN002510,"empeorar, agravarse (enfermedad)",TSE19571,,,,,,,,,,,
SN002511,"ser atrapado, alcanzado por un proyectil",TSE19591,,,,,,,,,,,
SN002512,"cantidad (de algo), cantidad (de fuerza requerida para algo)",TSE19601,,,,,,,,,,,
SN002513,mucho,TSE19611,,,,,,,,,,,
SN002514,"mucho, a la fuerza",TSE19621,,,,,,,,,,,
SN002515,"alimentarse con, tomar fuerzas con",TSE19631,,,,,,,,,,,
SN002516,hacer demasiada fuerza,TSE19641,,,,,,,,,,,
SN002517,confiar en,TSE19651,,,,,,,"Bachajón, Petalcingo",,,,
SN002518,(reflexivo) esforzarse,TSE19651,,,,,,,Petalcingo,,,,
SN002519,"esforzarse en, apresurarse en",TSE19661,,,,,,,,,,,
SN002520,(reflexivo) esforzarse; pujar (para dar a luz o cuando uno siente que no puede defecar),TSE19661,,,,,,,,,,,
SN002521,"algo que sostiene otra cosa, sostén, apoyo; fundamento, cimiento",TSE19662,,,,,,,,,,,
SN002522,papa,TSE19671,,POTATO [593],,,,,,,,,
SN002523,"barba, bigote",TSE19681,,BEARD [678] ; MOUSTACHE [1165],,,,,,,,,
SN002524,raíz; en ciertos lugares sólo designa raíces pequeñas subterráneas y se distingue de raíces gruesas aparentes (véase [lohp'](TSE37771)),TSE19681,,ROOT [670],,,,,,,,,
SN002525,pez gato (véase [j'isim chay](TSE23491)),TSE19691,,,,,,,,,,,
SN002526,"hocofaisán, pavón (ave) (véase [j'is](TSE23461))",TSE19701,,,,,,,,,,,
SN002527,"trasero, asentaderas, nalgas, culo",TSE19711,,,,,,,,,,,
SN002528,fondo de algo,TSE19711,,,,,,,,,,,
SN002529,verdura (genérico); abarca especies cultivadas y silvestres,TSE19721,,VEGETABLES [924],,,,,,,,,
SN002530,cardo santo (la raíz es comestible) (véase [ch'ix itaj](TSE13201)),TSE19731,,,,,,,,,,Amatenango laso itaj,
SN002531,concuña (de mujer),TSE19741,,,,,,,,,,,
SN002532,celos (de una mujer con respecto a su esposo; para hombres [pa'ich](TSE47301)),TSE19751,,JEALOUSY [2016],,,,,,,,,
SN002533,ponerse celosa (mujer),TSE19761,,,,,,,,,,,
SN002534,"celar, ponerse celosa con (una mujer a su esposo)",TSE19771,,,,,,,,,,,
SN002535,"heno, paste, barba de viejo (véase [ikits](TSE19131))",TSE19781,,,,,,,,,,,
SN002536,"heno, paste, barba de viejo (véase [ikits](TSE19131))",TSE19791,,,,,,,,,,,
SN002537,"rayoteado, con muchas rayas",TSE19801,,,,,,,,,,,
SN002538,"aguacatillo, especie de aguacate pequeño",TSE19811,,,,,,árbol y fruto: Persea sp.,,,,,
SN002539,maíz (planta),TSE19821,,MAIZE [506],45eae9b818329056b6beca82ef8a70cf,,,,,,,,
SN002540,"mazorca seca de maíz (diferente de [ajan](TSE01011), 'elote tierno')",TSE19821,,,c9d730cd99ac5eaaddffcec6bc4912d4,,,,,,,,
SN002541,grano (seco) de maíz,TSE19821,,,,,,,,[kaxlan ixim](TSE29361); [moro ixim](TSE42311),,,
SN002542,serpiente voladora (véase [k'an ch'ixal chan](TSE28291)),TSE19831,,,,,,,,,,,
SN002543,escobo,TSE19841,,,,,,árbol: Cleyera theoides,"Cancuc, Tenejapa",,,,R002[Scientific_Name]
SN002544,ramón colorado,TSE19841,,,,,,árbol: Trophis spp.,"Bachajón, Petalcingo",[tsajal ixim te'](TSE62041),,,R002[Scientific_Name]
SN002545,maizal,TSE19851,,,,,,,,,,,
SN002546,maizal; cubierto de cultivos de maíz (terreno),TSE19861,,,,,,,,,,,
SN002547,cubierto de cultivos de maíz (terreno),TSE19871,,,,,,,,,TSE19861,,
SN002548,"jugar con, juguetear (véase [ixtalan](TSE20031))",TSE19881,,,,,,,,,,,
SN002549,"dañar, maltratar, desperdiciar, descomponer",TSE19881,,,,,,,,,,,
SN002550,hermanita (de hombre),TSE19891,,YOUNGER SISTER (OF MAN) [2420],,,,,,,,,
SN002551,"desgranar (mazorca, en especial la punta)",TSE19901,,,,,,,,,,,
SN002552,producir maíz (tierra),TSE19902,,,,,,,,,,,
SN002553,"desgranar (punta de la mazorca, quitando los granos más pequeños; diferente de [k'ut](TSE34141))",TSE19911,,,,,,,,,,,
SN002554,juego; partido,TSE19921,,GAME [2467],,,,,,,,,
SN002555,"echarse a perder, descomponerse, contaminarse",TSE19922,,,,,,,,,TSE63811,Villa Las Rosas [ts'ilaj](TSE63811),
SN002556,juguete,TSE19931,,TOY [2403],,,,,,,,,
SN002557,jugar (véase [ixtaj](TSE20021)),TSE19941,,,,,,,,,,,
SN002558,bromear,TSE19941,,,,,,,,,,,
SN002559,"travieso, pícaro, coqueto; malo, malévolo",TSE19951,,EVIL [45],,,,,,,,,
SN002560,"apodo, mote, sobrenombre",TSE19961,,,,,,,,,,,
SN002561,"insulto, grosería, relajo; acto de decir groserías",TSE19971,,,,,,,,,,,
SN002562,juguete,TSE19981,,TOY [2403],,,,,,,,,
SN002563,"tomar como juguete, jugar con (véase [ixta'in](TSE20011))",TSE19991,,,,,,,,,,,
